,lc_min,lc_max,lc_mean,lc_std,lc_p5,lc_perc50,lc_perc95,tic_id
887,1938.3724365234375,2459.59423828125,2307.139235982824,99.42045923568283,2022.5714965820312,2338.1365966796875,2385.094921875,158393140
888,1952.56103515625,2738.0947265625,2526.9544579469157,215.01350833144792,1990.8735046386719,2621.7391357421875,2709.085375976563,158431889
889,3440.13232421875,4270.017578125,3877.255636297798,238.44542837609788,3521.309423828125,3894.4912109375,4200.949316406251,159105713
890,1555.399658203125,2910.4990234375,2512.9426152025567,349.5379640338204,1646.140545654297,2643.3948974609375,2837.6901245117188,159169838
891,4164.58642578125,5385.7783203125,5008.103178478423,260.003575131231,4357.519018554687,5071.41259765625,5309.56904296875,159220329
892,4877.77880859375,10336.625,9091.344499324434,1339.7360494827349,5699.117822265625,9688.353515625,10178.0185546875,159644070
893,2721.399169921875,4553.19384765625,4031.7498083123537,503.58181414179785,2874.6453247070312,4288.27294921875,4417.6871337890625,159723646
894,2861.880126953125,3901.446533203125,3252.828759552091,299.7892516275553,2901.3117309570316,3182.5023193359375,3813.111584472656,160120432
895,18239.40625,32162.705078125,28858.285264885486,3019.428740414771,20234.626953125,29948.673828125,31301.490234375,160472514
896,8410.6865234375,9449.837890625,8539.098740916672,50.974912725053926,8471.1853515625,8529.853515625,8636.2361328125,160600404
